order_line_id,order_id,customer_id,order_date,region,channel,product_category,product_name,quantity,unit_price,cost_per_unit,discount_pct,promo_flag,payment_status,fulfillment_status,total_return_qty,total_refund,gross_revenue,discount_amount,net_revenue,realized_revenue,realized_cogs,realized_profit,realized_margin_pct,discount_group,month
OL000016,O100012,C1101,2026-02-05 00:00:00,North,Online,Personal Care,Shampoo,1,4864.02,3231.05,22.1,Y,Paid,Delivered,0,0,4864.02,1074.94842,3789.07158,3789.07158,3231.05,558.02158,14.72713218,Medium Discount,2026-02-01 00:00:00
OL000017,O100013,C1111,2026-01-09 00:00:00,West,Online,Home,Lamp,1,2888.91,1641.8,19.4,N,Paid,Delivered,0,0,2888.91,560.44854,2328.46146,2328.46146,1641.8,686.66146,29.48992164,Medium Discount,2026-01-01 00:00:00
OL000018,O100013,C1111,2026-01-09 00:00:00,West,Online,Electronics,Earbuds,1,6449.73,4513.48,11.2,N,Paid,Delivered,0,0,6449.73,722.36976,5727.36024,5727.36024,4513.48,1213.88024,21.1944105,Medium Discount,2026-01-01 00:00:00
OL000019,O100014,C1078,2026-03-07 00:00:00,North,Online,Home,Storage Box,1,8650.87,5374.18,22.8,Y,Failed,Delivered,0,0,8650.87,1972.39836,6678.47164,6678.47164,5374.18,1304.29164,19.5297923,Medium Discount,2026-03-01 00:00:00
OL000020,O100014,C1078,2026-03-07 00:00:00,North,Online,Fashion,Jeans,3,10958.38,6376.77,6.8,N,Paid,Cancelled,0,0,32875.14,2235.50952,30639.63048,30639.63048,19130.31,11509.32048,37.56350941,Low Discount,2026-03-01 00:00:00
OL000021,O100014,C1078,2026-03-07 00:00:00,North,Online,Electronics,Keyboard,1,847.36,677.89,2,N,Paid,Cancelled,0,0,847.36,16.9472,830.4128,830.4128,677.89,152.5228,18.36710609,Low Discount,2026-03-01 00:00:00
OL000022,O100015,C1243,2026-05-26 00:00:00,West,Store,Personal Care,Face Wash,1,12882.13,7758.56,1.1,N,Paid,Cancelled,0,0,12882.13,141.70343,12740.42657,12740.42657,7758.56,4981.86657,39.10282393,Low Discount,2026-05-01 00:00:00
OL000023,O100016,C1024,2026-03-31 00:00:00,South,Online,Personal Care,Face Wash,3,3264.83,2072.49,21.9,Y,Paid,Delivered,0,0,9794.49,2144.99331,7649.49669,7649.49669,6217.47,1432.02669,18.7205348,Medium Discount,2026-03-01 00:00:00
OL000024,O100017,C1518,2026-04-25 00:00:00,South,Store,Fashion,T-Shirt,1,9104.07,5509.12,0,N,Paid,Delivered,0,0,9104.07,0,9104.07,9104.07,5509.12,3594.95,39.48728426,Low Discount,2026-04-01 00:00:00
OL000025,O100017,C1518,2026-04-25 00:00:00,South,Store,Electronics,Earbuds,2,13707.15,10772.97,15.3,N,Failed,Delivered,0,0,27414.3,4194.3879,23219.9121,23219.9121,21545.94,1673.9721,7.209209461,Medium Discount,2026-04-01 00:00:00
OL000026,O100017,C1518,2026-04-25 00:00:00,South,Store,Fashion,T-Shirt,1,7325.92,3464.37,16.5,N,Paid,Delivered,1,6347.49,7325.92,1208.7768,6117.1432,-230.3468,0,-230.3468,100,Medium Discount,2026-04-01 00:00:00
OL000029,O100019,C1034,2026-04-15 00:00:00,West,Store,Electronics,Keyboard,4,3751.76,2833.22,4.8,N,Paid,Delivered,0,0,15007.04,720.33792,14286.70208,14286.70208,11332.88,2953.82208,20.67532495,Low Discount,2026-04-01 00:00:00
OL000030,O100020,C1310,2026-04-15 00:00:00,South,Online,Home,Mixer,4,4562.42,2529.08,0,N,Pending,Delivered,0,0,18249.68,0,18249.68,18249.68,10116.32,8133.36,44.56713762,Low Discount,2026-04-01 00:00:00
OL000031,O100021,C1170,2026-03-22 00:00:00,South,Marketplace,Electronics,Keyboard,5,9994.86,7059.83,4.2,N,Paid,Delivered,0,0,49974.3,2098.9206,47875.3794,47875.3794,35299.15,12576.2294,26.2686783,Low Discount,2026-03-01 00:00:00
OL000032,O100022,C1348,2026-01-12 00:00:00,North,Marketplace,Personal Care,Perfume,3,9291.76,6180.56,6.7,N,Failed,Delivered,0,0,27875.28,1867.64376,26007.63624,26007.63624,18541.68,7465.95624,28.70678508,Low Discount,2026-01-01 00:00:00
OL000033,O100022,C1348,2026-01-12 00:00:00,North,Marketplace,Electronics,Power Bank,3,9989.26,6861.52,12.4,N,Failed,Delivered,2,19428.96,29967.78,3716.00472,26251.77528,6822.81528,6861.52,-38.70472,-0.567283715,Medium Discount,2026-01-01 00:00:00
OL000034,O100023,C1416,2026-04-04 00:00:00,West,Marketplace,Personal Care,Face Wash,4,12683.94,6751.8,21.3,Y,Paid,Cancelled,0,0,50735.76,10806.71688,39929.04312,39929.04312,27007.2,12921.84312,32.36201549,Medium Discount,2026-04-01 00:00:00
OL000035,O100024,C1425,2026-01-24 00:00:00,South,Online,Home,Storage Box,3,7396.2,4288.75,31.9,Y,Paid,Delivered,1,7318.92,22188.6,7078.1634,15110.4366,7791.5166,8577.5,-785.9834,-10.08768177,High Discount,2026-01-01 00:00:00
OL000036,O100024,C1425,2026-01-24 00:00:00,South,Online,Personal Care,Face Wash,2,12878.5,7926,14.7,N,Paid,Delivered,0,0,25757,3786.279,21970.721,21970.721,15852,6118.721,27.84943198,Medium Discount,2026-01-01 00:00:00
OL000037,O100024,C1425,2026-01-24 00:00:00,South,Online,Fashion,T-Shirt,4,5393.57,2741.94,13.3,N,Paid,Delivered,0,0,21574.28,2869.37924,18704.90076,18704.90076,10967.76,7737.14076,41.36424384,Medium Discount,2026-01-01 00:00:00
OL000038,O100025,C1126,2026-02-01 00:00:00,East,Store,Home,Mixer,5,10476.83,5889.36,8.9,N,Paid,Cancelled,0,0,52384.15,4662.18935,47721.96065,47721.96065,29446.8,18275.16065,38.29507506,Low Discount,2026-02-01 00:00:00
OL000039,O100025,C1126,2026-02-01 00:00:00,East,Store,Personal Care,Trimmer,5,3309.64,1711.49,1.5,N,Paid,Delivered,0,0,16548.2,248.223,16299.977,16299.977,8557.45,7742.527,47.50023267,Low Discount,2026-02-01 00:00:00
OL000040,O100026,C1281,2026-05-27 00:00:00,East,Store,Fashion,Jacket,4,1415.35,679,17.7,N,Pending,Cancelled,0,0,5661.4,1002.0678,4659.3322,4659.3322,2716,1943.3322,41.70838473,Medium Discount,2026-05-01 00:00:00
OL000041,O100026,C1281,2026-05-27 00:00:00,East,Store,Fashion,Jeans,2,14615.27,8748.66,11.1,N,Failed,Delivered,0,0,29230.54,3244.58994,25985.95006,25985.95006,17497.32,8488.63006,32.66622941,Medium Discount,2026-05-01 00:00:00
OL000042,O100026,C1281,2026-05-27 00:00:00,East,Store,Home,Lamp,1,14258.69,9205.47,13,N,Failed,Delivered,0,0,14258.69,1853.6297,12405.0603,12405.0603,9205.47,3199.5903,25.7926219,Medium Discount,2026-05-01 00:00:00
OL000043,O100027,C1104,2026-03-05 00:00:00,West,Online,Home,Lamp,5,5851.06,4182.19,18.7,N,Pending,Delivered,0,0,29255.3,5470.7411,23784.5589,23784.5589,20910.95,2873.6089,12.08182549,Medium Discount,2026-03-01 00:00:00
OL000044,O100028,C1115,2026-04-13 00:00:00,North,Online,Home,Bedsheet,1,2926.16,1995.72,0,N,Paid,Delivered,0,0,2926.16,0,2926.16,2926.16,1995.72,930.44,31.79730432,Low Discount,2026-04-01 00:00:00
OL000045,O100029,C1105,2026-06-02 00:00:00,South,Online,Fashion,Shoes,3,3539.61,2036.38,12.3,N,Paid,Delivered,0,0,10618.83,1306.11609,9312.71391,9312.71391,6109.14,3203.57391,34.40000349,Medium Discount,2026-06-01 00:00:00
OL000046,O100029,C1105,2026-06-02 00:00:00,South,Online,Personal Care,Perfume,5,9553.33,6279.33,24.9,Y,Failed,Delivered,4,33012.89,47766.65,11893.89585,35872.75415,2859.86415,6279.33,-3419.46585,-119.5674225,Medium Discount,2026-06-01 00:00:00
OL000047,O100030,C1006,2026-04-17 00:00:00,South,Online,Home,Lamp,2,9221.64,5671.19,18.5,N,Paid,Delivered,1,7848.03,18443.28,3412.0068,15031.2732,7183.2432,5671.19,1512.0532,21.04972862,Medium Discount,2026-04-01 00:00:00
OL000048,O100031,C1328,2026-01-09 00:00:00,West,Store,Home,Mixer,5,2689.27,1895.4,21.3,Y,Paid,Delivered,0,0,13446.35,2864.07255,10582.27745,10582.27745,9477,1105.27745,10.4446085,Medium Discount,2026-01-01 00:00:00
OL000049,O100032,C1275,2026-06-07 00:00:00,East,Online,Fashion,T-Shirt,2,6085.46,3004.6,13.1,N,Paid,Delivered,0,0,12170.92,1594.39052,10576.52948,10576.52948,6009.2,4567.32948,43.18363116,Medium Discount,2026-06-01 00:00:00
OL000050,O100033,C1402,2026-05-06 00:00:00,East,Store,Fashion,Jacket,5,999.33,556.14,14.5,N,Failed,Delivered,0,0,4996.65,724.51425,4272.13575,4272.13575,2780.7,1491.43575,34.91077618,Medium Discount,2026-05-01 00:00:00
OL000051,O100033,C1402,2026-05-06 00:00:00,East,Store,Home,Bedsheet,2,5391.71,3219.3,8.8,N,Paid,Delivered,0,0,10783.42,948.94096,9834.47904,9834.47904,6438.6,3395.87904,34.5303399,Low Discount,2026-05-01 00:00:00
OL000052,O100034,C1343,2026-01-30 00:00:00,West,Online,Electronics,Earbuds,5,7937.82,6095.53,32.2,Y,Paid,Delivered,0,0,39689.1,12779.8902,26909.2098,26909.2098,30477.65,-3568.4402,-13.26103675,High Discount,2026-01-01 00:00:00
OL000053,O100035,C1356,2026-02-26 00:00:00,South,Store,Personal Care,Shampoo,5,13144.07,7364.43,15.4,N,Paid,Delivered,0,0,65720.35,10120.9339,55599.4161,55599.4161,36822.15,18777.2661,33.772416,Medium Discount,2026-02-01 00:00:00
OL000054,O100036,C1200,2026-01-09 00:00:00,South,Marketplace,Home,Storage Box,4,14211.31,9994.06,25.5,Y,Failed,Delivered,0,0,56845.24,14495.5362,42349.7038,42349.7038,39976.24,2373.4638,5.604440143,High Discount,2026-01-01 00:00:00
OL000055,O100037,C1210,2026-03-12 00:00:00,West,Online,Home,Mixer,3,3486.27,2415.59,25.8,Y,Pending,Cancelled,0,0,10458.81,2698.37298,7760.43702,7760.43702,7246.77,513.66702,6.619047596,High Discount,2026-03-01 00:00:00
OL000057,O100039,C1373,2026-06-17 00:00:00,North,Online,Home,Lamp,1,12469.62,8545.25,15.2,N,Pending,Delivered,1,11390.64,12469.62,1895.38224,10574.23776,-816.40224,0,-816.40224,100,Medium Discount,2026-06-01 00:00:00
OL000058,O100040,C1163,2026-05-07 00:00:00,West,Marketplace,Fashion,Jeans,4,6785.19,3152.94,31.8,Y,Pending,Delivered,0,0,27140.76,8630.76168,18509.99832,18509.99832,12611.76,5898.23832,31.86514779,High Discount,2026-05-01 00:00:00
OL000059,O100040,C1163,2026-05-07 00:00:00,West,Marketplace,Fashion,Jeans,4,13567.79,6542.53,21.3,Y,Paid,Delivered,3,40241.85,54271.16,11559.75708,42711.40292,2469.55292,6542.53,-4072.97708,-164.9277101,Medium Discount,2026-05-01 00:00:00
OL000060,O100040,C1163,2026-05-07 00:00:00,West,Marketplace,Electronics,Power Bank,1,6844.19,5533.06,13.7,N,Failed,Delivered,0,0,6844.19,937.65403,5906.53597,5906.53597,5533.06,373.47597,6.323096514,Medium Discount,2026-05-01 00:00:00
OL000061,O100041,C1448,2026-01-31 00:00:00,East,Marketplace,Home,Bedsheet,2,5850.49,3651.95,16.3,N,Paid,Delivered,0,0,11700.98,1907.25974,9793.72026,9793.72026,7303.9,2489.82026,25.42261974,Medium Discount,2026-01-01 00:00:00
OL000062,O100041,C1448,2026-01-31 00:00:00,East,Marketplace,Personal Care,Face Wash,1,6276.98,3202.56,34.8,Y,Failed,Delivered,0,0,6276.98,2184.38904,4092.59096,4092.59096,3202.56,890.03096,21.7473715,High Discount,2026-01-01 00:00:00
OL000063,O100042,C1305,2026-06-06 00:00:00,West,Store,Personal Care,Trimmer,4,11622.06,7676.68,14.5,N,Failed,Cancelled,0,0,46488.24,6740.7948,39747.4452,39747.4452,30706.72,9040.7252,22.74542465,Medium Discount,2026-06-01 00:00:00
OL000064,O100043,C1457,2026-03-21 00:00:00,North,Online,Fashion,Jacket,4,11635.81,6429.25,25.7,Y,Paid,Delivered,0,0,46543.24,11961.61268,34581.62732,34581.62732,25717,8864.62732,25.63392185,High Discount,2026-03-01 00:00:00
OL000065,O100043,C1457,2026-03-21 00:00:00,North,Online,Home,Mixer,2,2571.68,1560.71,0,N,Paid,Delivered,0,0,5143.36,0,5143.36,5143.36,3121.42,2021.94,39.31165619,Low Discount,2026-03-01 00:00:00
OL000066,O100043,C1457,2026-03-21 00:00:00,North,Online,Personal Care,Shampoo,5,10896.58,5534.13,17.7,N,Pending,Delivered,0,0,54482.9,9643.4733,44839.4267,44839.4267,27670.65,17168.7767,38.28946524,Medium Discount,2026-03-01 00:00:00
OL000067,O100044,C1002,2026-02-24 00:00:00,North,Marketplace,Electronics,Earbuds,3,9312.98,6882.56,24.3,Y,Paid,Delivered,0,0,27938.94,6789.16242,21149.77758,21149.77758,20647.68,502.09758,2.374008796,Medium Discount,2026-02-01 00:00:00
OL000068,O100044,C1002,2026-02-24 00:00:00,North,Marketplace,Personal Care,Perfume,2,401.01,244.89,13.2,N,Pending,Delivered,1,380.8,802.02,105.86664,696.15336,315.35336,244.89,70.46336,22.34425535,Medium Discount,2026-02-01 00:00:00
OL000069,O100044,C1002,2026-02-24 00:00:00,North,Marketplace,Electronics,Keyboard,1,13315.97,10050.01,14.7,N,Paid,Delivered,0,0,13315.97,1957.44759,11358.52241,11358.52241,10050.01,1308.51241,11.52009357,Medium Discount,2026-02-01 00:00:00
OL000070,O100045,C1053,2026-03-19 00:00:00,East,Online,Home,Bedsheet,2,6576.12,3862.42,15.5,N,Paid,Delivered,2,12749.47,13152.24,2038.5972,11113.6428,-1635.8272,0,-1635.8272,100,Medium Discount,2026-03-01 00:00:00
OL000072,O100046,C1173,2026-04-29 00:00:00,North,Marketplace,Electronics,Keyboard,4,8628.46,6059.3,35.8,Y,Paid,Cancelled,0,0,34513.84,12355.95472,22157.88528,22157.88528,24237.2,-2079.31472,-9.384084689,High Discount,2026-04-01 00:00:00
OL000073,O100046,C1173,2026-04-29 00:00:00,North,Marketplace,Home,Storage Box,2,3553.52,2524.13,17.4,N,Paid,Delivered,0,0,7107.04,1236.62496,5870.41504,5870.41504,5048.26,822.15504,14.00505815,Medium Discount,2026-04-01 00:00:00
OL000074,O100047,C1307,2026-04-01 00:00:00,West,Marketplace,Personal Care,Shampoo,2,11369.11,5803.17,19.9,N,Paid,Delivered,2,22295.6,22738.22,4524.90578,18213.31422,-4082.28578,0,-4082.28578,100,Medium Discount,2026-04-01 00:00:00
OL000075,O100047,C1307,2026-04-01 00:00:00,West,Marketplace,Fashion,Shoes,2,8422.58,4009.07,15.6,N,Paid,Delivered,2,31159.35,16845.16,2627.84496,14217.31504,-16942.03496,0,-16942.03496,100,Medium Discount,2026-04-01 00:00:00
OL000076,O100047,C1307,2026-04-01 00:00:00,West,Marketplace,Personal Care,Face Wash,1,14927.7,10065.98,6.1,N,Failed,Delivered,1,13920.77,14927.7,910.5897,14017.1103,96.3403,0,96.3403,100,Low Discount,2026-04-01 00:00:00
OL000077,O100048,C1036,2026-03-27 00:00:00,East,Online,Personal Care,Face Wash,5,9559.7,5825.09,3.7,N,Failed,Delivered,0,0,47798.5,1768.5445,46029.9555,46029.9555,29125.45,16904.5055,36.72500943,Low Discount,2026-03-01 00:00:00
OL000078,O100049,C1287,2026-05-13 00:00:00,South,Online,Personal Care,Face Wash,2,6174.85,3469.91,24.9,Y,Failed,Delivered,0,0,12349.7,3075.0753,9274.6247,9274.6247,6939.82,2334.8047,25.17411513,Medium Discount,2026-05-01 00:00:00
OL000079,O100049,C1287,2026-05-13 00:00:00,South,Online,Home,Bedsheet,1,261.56,186.5,27.3,Y,Failed,Delivered,1,252.27,261.56,71.40588,190.15412,-62.11588,0,-62.11588,100,High Discount,2026-05-01 00:00:00
OL000080,O100050,C1190,2026-03-14 00:00:00,South,Online,Personal Care,Perfume,5,9702.39,5498.36,25.4,Y,Paid,Delivered,0,0,48511.95,12322.0353,36189.9147,36189.9147,27491.8,8698.1147,24.0346372,High Discount,2026-03-01 00:00:00
OL000081,O100050,C1190,2026-03-14 00:00:00,South,Online,Personal Care,Perfume,1,8385.56,5544.47,35.9,Y,Paid,Cancelled,1,7531.04,8385.56,3010.41604,5375.14396,-2155.89604,0,-2155.89604,100,High Discount,2026-03-01 00:00:00
OL000082,O100051,C1489,2026-02-10 00:00:00,North,Store,Home,Storage Box,1,12640.05,8292.86,16.9,N,Paid,Delivered,0,0,12640.05,2136.16845,10503.88155,10503.88155,8292.86,2211.02155,21.04956667,Medium Discount,2026-02-01 00:00:00
OL000083,O100052,C1461,2026-05-12 00:00:00,North,Store,Personal Care,Face Wash,3,13196.87,7389.65,9.6,N,Paid,Delivered,0,0,39590.61,3800.69856,35789.91144,35789.91144,22168.95,13620.96144,38.05810323,Low Discount,2026-05-01 00:00:00
OL000084,O100052,C1461,2026-05-12 00:00:00,North,Store,Electronics,Power Bank,3,1824.78,1358.92,10.7,N,Paid,Delivered,1,1774.26,5474.34,585.75438,4888.58562,3114.32562,2717.84,396.48562,12.7310265,Medium Discount,2026-05-01 00:00:00
OL000085,O100053,C1439,2026-03-08 00:00:00,East,Online,Home,Storage Box,1,812.14,457.04,19.1,N,Paid,Delivered,0,0,812.14,155.11874,657.02126,657.02126,457.04,199.98126,30.43756301,Medium Discount,2026-03-01 00:00:00
OL000086,O100054,C1386,2026-04-15 00:00:00,North,Marketplace,Home,Bedsheet,2,2155.68,1460.92,27.4,Y,Pending,Delivered,0,0,4311.36,1181.31264,3130.04736,3130.04736,2921.84,208.20736,6.651891683,High Discount,2026-04-01 00:00:00
OL000088,O100055,C1140,2026-05-17 00:00:00,West,Store,Home,Lamp,3,2768.06,1730.02,8.9,N,Paid,Delivered,0,0,8304.18,739.07202,7565.10798,7565.10798,5190.06,2375.04798,31.39476642,Low Discount,2026-05-01 00:00:00
OL000090,O100056,C1283,2026-05-28 00:00:00,East,Marketplace,Fashion,Jeans,5,6623.52,3158.4,33.3,Y,Paid,Delivered,0,0,33117.6,11028.1608,22089.4392,22089.4392,15792,6297.4392,28.50882335,High Discount,2026-05-01 00:00:00
OL000091,O100057,C1448,2026-06-01 00:00:00,North,Online,Electronics,Smartwatch,4,9131.86,7000.92,26.4,Y,Failed,Delivered,0,0,36527.44,9643.24416,26884.19584,26884.19584,28003.68,-1119.48416,-4.164097623,High Discount,2026-06-01 00:00:00
OL000092,O100058,C1101,2026-03-29 00:00:00,West,Store,Electronics,Keyboard,2,474.49,365.21,9.6,N,Pending,Delivered,0,0,948.98,91.10208,857.87792,857.87792,730.42,127.45792,14.8573494,Low Discount,2026-03-01 00:00:00
OL000093,O100058,C1101,2026-03-29 00:00:00,West,Store,Fashion,Jacket,5,6610.77,3614.44,0,N,Failed,Delivered,0,0,33053.85,0,33053.85,33053.85,18072.2,14981.65,45.32497727,Low Discount,2026-03-01 00:00:00
OL000094,O100059,C1422,2026-06-26 00:00:00,South,Marketplace,Home,Lamp,1,11764.09,7696.79,21.4,Y,Paid,Delivered,0,0,11764.09,2517.51526,9246.57474,9246.57474,7696.79,1549.78474,16.76063606,Medium Discount,2026-06-01 00:00:00
OL000095,O100059,C1422,2026-06-26 00:00:00,South,Marketplace,Home,Lamp,2,7475.01,4541.87,14,N,Paid,Delivered,1,7258.08,14950.02,2093.0028,12857.0172,5598.9372,4541.87,1057.0672,18.87978311,Medium Discount,2026-06-01 00:00:00
OL000096,O100059,C1422,2026-06-26 00:00:00,South,Marketplace,Electronics,Power Bank,3,2379.58,1661.65,12.6,N,Paid,Delivered,0,0,7138.74,899.48124,6239.25876,6239.25876,4984.95,1254.30876,20.10348999,Medium Discount,2026-06-01 00:00:00
OL000097,O100060,C1419,2026-02-10 00:00:00,North,Marketplace,Personal Care,Perfume,1,4842.98,3275.7,10.7,N,Paid,Delivered,0,0,4842.98,518.19886,4324.78114,4324.78114,3275.7,1049.08114,24.25743884,Medium Discount,2026-02-01 00:00:00
OL000098,O100061,C1283,2026-06-17 00:00:00,North,Online,Personal Care,Shampoo,4,10088.24,6005.87,28.5,Y,Pending,Delivered,0,0,40352.96,11500.5936,28852.3664,28852.3664,24023.48,4828.8864,16.736535,High Discount,2026-06-01 00:00:00
OL000099,O100062,C1190,2026-06-27 00:00:00,West,Marketplace,Personal Care,Perfume,4,12759.23,6468.92,18.5,N,Paid,Cancelled,0,0,51036.92,9441.8302,41595.0898,41595.0898,25875.68,15719.4098,37.79150346,Medium Discount,2026-06-01 00:00:00
OL000100,O100063,C1114,2026-04-11 00:00:00,South,Marketplace,Home,Bedsheet,4,14530.98,10340.95,22,Y,Pending,Delivered,0,0,58123.92,12787.2624,45336.6576,45336.6576,41363.8,3972.8576,8.763013884,Medium Discount,2026-04-01 00:00:00
OL000101,O100064,C1441,2026-01-17 00:00:00,East,Online,Personal Care,Shampoo,1,10967.05,5559.27,13.4,N,Paid,Delivered,1,9857.14,10967.05,1469.5847,9497.4653,-359.6747,0,-359.6747,100,Medium Discount,2026-01-01 00:00:00
OL000102,O100064,C1441,2026-01-17 00:00:00,East,Online,Electronics,Smartwatch,5,13546.59,10662.14,6.8,N,Pending,Delivered,0,0,67732.95,4605.8406,63127.1094,63127.1094,53310.7,9816.4094,15.55022793,Low Discount,2026-01-01 00:00:00
OL000104,O100066,C1231,2026-01-01 00:00:00,North,Store,Fashion,Shoes,3,7874.1,5056,9,N,Paid,Delivered,3,22070.24,23622.3,2126.007,21496.293,-573.947,0,-573.947,100,Low Discount,2026-01-01 00:00:00
OL000106,O100067,C1180,2026-03-27 00:00:00,North,Marketplace,Home,Storage Box,4,889.81,605.81,0,N,Failed,Delivered,0,0,3559.24,0,3559.24,3559.24,2423.24,1136,31.91692609,Low Discount,2026-03-01 00:00:00
OL000107,O100067,C1180,2026-03-27 00:00:00,North,Marketplace,Electronics,Keyboard,2,7881.33,5715.03,32.2,Y,Paid,Delivered,0,0,15762.66,5075.57652,10687.08348,10687.08348,11430.06,-742.97652,-6.952098029,High Discount,2026-03-01 00:00:00
OL000108,O100068,C1204,2026-03-07 00:00:00,North,Online,Personal Care,Face Wash,4,6972.26,4692.83,26.8,Y,Failed,Cancelled,0,0,27889.04,7474.26272,20414.77728,20414.77728,18771.32,1643.45728,8.050331666,High Discount,2026-03-01 00:00:00
OL000109,O100068,C1204,2026-03-07 00:00:00,North,Online,Fashion,Shoes,5,14433.37,8466.98,18.4,N,Paid,Delivered,0,0,72166.85,13278.7004,58888.1496,58888.1496,42334.9,16553.2496,28.10964466,Medium Discount,2026-03-01 00:00:00
OL000110,O100068,C1204,2026-03-07 00:00:00,North,Online,Electronics,Earbuds,1,13756.65,11032.7,22,Y,Paid,Delivered,0,0,13756.65,3026.463,10730.187,10730.187,11032.7,-302.513,-2.819270531,Medium Discount,2026-03-01 00:00:00
OL000111,O100069,C1260,2026-06-07 00:00:00,West,Online,Home,Bedsheet,3,2780.35,1855.3,33.4,Y,Paid,Delivered,0,0,8341.05,2785.9107,5555.1393,5555.1393,5565.9,-10.7607,-0.193707114,High Discount,2026-06-01 00:00:00
OL000112,O100069,C1260,2026-06-07 00:00:00,West,Online,Personal Care,Shampoo,3,691.98,448.43,7.5,N,Paid,Cancelled,0,0,2075.94,155.6955,1920.2445,1920.2445,1345.29,574.9545,29.94173398,Low Discount,2026-06-01 00:00:00
